SITE2021,Site2021_2,Occupancy,HighestSig,LastSurvey,Site2021NA,SITE2021_3,Site2021_1,Occupancy2021,HighestS_1,LastSurv_1,Site2021_4,Shape_Leng,Shape_Area,TalID,ShapeInd,JulyMax,JanMin,PrcpAnn,PrcpSeas,AET,PET,CWD,HeatLoad,Elev,Slope,Rugged,TPI990m,PTalus
151,151,UNOCCUPIED,PU,2015,Site2021_151,151,151,UNOCCUPIED,PU,2015,Site2021_151,2890,31500,144589,4.070826327,26.19695705,-7.079130401,302.2522304,0.403152712,291.9932437,509.9027392,213.1743005,0.965467909,1961,19.40659249,0.000555526,23.31748896,0.0175501
571,571,UNOCCUPIED,OH,2017,Site2021_571,571,571,UNOCCUPIED,OH,2017,Site2021_571,2910,29050,192261,4.26834907,26.75636292,-6.758181659,276.4683228,0.388349712,293.6068393,495.9829934,202.6703852,0.925516389,1872.636364,12.64277922,6.96345E-05,-11.10660067,0.00368678
142,142,OCCUPIED,FH,2021,Site2021_142,142,142,OCCUPIED,FH,2021,Site2021_142,3350,24450,171040,5.35605939,26.51800003,-6.567999935,296.6332855,0.391737357,335.1838837,498.6122253,163.4283279,0.948720372,1898.5,19.058494,0.000492507,-11.62655029,0.0180298
179,179,OCCUPIED,"FH, PC",2021,Site2021_179,179,179,OCCUPIED,"FH, PC",2021,Site2021_179,3350,24450,171040,5.35605939,26.51800003,-6.567999935,296.6332855,0.391737357,335.1838837,498.6122253,163.4283279,0.948720372,1898.5,19.058494,0.000492507,-11.62655029,0.0180298
642,642,UNOCCUPIED,OH,2018,Site2021_642,642,642,UNOCCUPIED,OH,2018,Site2021_642,3460,32750,288892,4.779808039,27.36399956,-7.311999893,229.7644531,0.400939614,268.2839762,476.4647746,208.1807872,0.889217595,1798.066667,17.46007328,9.50019E-05,7.30460612,0.0758567
640,640,UNOCCUPIED,OS,2018,Site2021_640,640,640,UNOCCUPIED,OS,2018,Site2021_640,3540,31600,282612,4.978513962,27.0615384,-7.585384772,235.9659295,0.39709977,268.0535278,477.3830214,209.3294924,0.888875521,1786.307692,8.404490434,9.24835E-05,-6.456383338,0.0679528
144,144,UNOCCUPIED,OS,2015,Site2021_144,144,144,UNOCCUPIED,OS,2015,Site2021_144,3780,55275,168731,4.019457425,27.13666651,-7.078333245,288.5161472,0.397943252,329.8463898,492.343572,163.3446621,0.91457765,1849.888889,19.59644286,0.000294937,-0.622748481,0.0189894
138,138,UNOCCUPIED,OH,2021,Site2021_138,138,138,UNOCCUPIED,OH,2021,Site2021_138,4470,69950,168734,4.225262278,27.13055515,-7.077777677,287.4450955,0.398211403,276.3311852,505.1685316,228.4194794,0.936283565,1862.944444,18.89623915,0.000304199,7.245585124,0.0174743
174,174,UNOCCUPIED,OH,2015,Site2021_174,174,174,UNOCCUPIED,OH,2015,Site2021_174,4470,69950,168734,4.225262278,27.13055515,-7.077777677,287.4450955,0.398211403,276.3311852,505.1685316,228.4194794,0.936283565,1862.944444,18.89623915,0.000304199,7.245585124,0.0174743
619,619,UNOCCUPIED,PU,2019,Site2021_619,619,619,UNOCCUPIED,PU,2019,Site2021_619,4670,37675,295615,6.014925585,26.80133349,-6.68599987,254.9297272,0.382080287,277.9863271,469.0717285,191.0854034,0.86763678,1855,13.52296972,0.000126898,27.57648926,0.0377011
623,623,UNOCCUPIED,OH,2018,Site2021_623,623,623,UNOCCUPIED,OH,2018,Site2021_623,7050,71600,267099,6.586771755,28.49238105,-7.609523705,243.7886541,0.390593117,258.2989378,485.0387457,226.7398079,0.881137712,1796.714286,16.32991564,0.00031983,0.205223447,0.0392667
626,626,UNOCCUPIED,OS,2018,Site2021_626,626,626,UNOCCUPIED,OS,2018,Site2021_626,7050,71600,267099,6.586771755,28.49238105,-7.609523705,243.7886541,0.390593117,258.2989378,485.0387457,226.7398079,0.881137712,1796.714286,16.32991564,0.00031983,0.205223447,0.0392667
145,145,OCCUPIED,FH,2021,Site2021_145,145,145,OCCUPIED,FH,2021,Site2021_145,7420,106550,171149,5.682863007,26.65195074,-6.621951231,293.7990842,0.393593352,326.8878233,483.873131,153.8019145,0.917594538,1890.853659,19.08722701,0.000283282,-8.545249381,0.0187116
173,173,OCCUPIED,FH,2021,Site2021_173,173,173,OCCUPIED,FH,2021,Site2021_173,7420,106550,171149,5.682863007,26.65195074,-6.621951231,293.7990842,0.393593352,326.8878233,483.873131,153.8019145,0.917594538,1890.853659,19.08722701,0.000283282,-8.545249381,0.0187116
178,178,OCCUPIED,FH,2021,Site2021_178,178,178,OCCUPIED,FH,2021,Site2021_178,7420,106550,171149,5.682863007,26.65195074,-6.621951231,293.7990842,0.393593352,326.8878233,483.873131,153.8019145,0.917594538,1890.853659,19.08722701,0.000283282,-8.545249381,0.0187116
159,159,UNOCCUPIED,PU,2015,Site2021_159,159,159,UNOCCUPIED,PU,2015,Site2021_159,8060,117075,149118,5.889019159,26.04170757,-7.121951161,297.9404781,0.406721728,291.5568074,467.7852024,176.38529,0.909595764,2044.853659,20.59403187,0.000257031,37.96417385,0.0179541
734,734,UNOCCUPIED,OH,2021,Site2021_734,734,734,UNOCCUPIED,OH,2021,Site2021_734,8580,147950,248267,5.576604075,27.31333302,-7.088636514,272.3867752,0.385133402,278.7533197,388.7413871,109.1263911,0.720331644,1866.560606,29.11089782,0.000214841,-5.575067694,0.060655
735,735,UNOCCUPIED,OH,2021,Site2021_735,735,735,UNOCCUPIED,OH,2021,Site2021_735,8580,147950,248267,5.576604075,27.31333302,-7.088636514,272.3867752,0.385133402,278.7533197,388.7413871,109.1263911,0.720331644,1866.560606,29.11089782,0.000214841,-5.575067694,0.060655
736,736,UNOCCUPIED,PU,2021,Site2021_736,736,736,UNOCCUPIED,PU,2021,Site2021_736,8580,147950,248267,5.576604075,27.31333302,-7.088636514,272.3867752,0.385133402,278.7533197,388.7413871,109.1263911,0.720331644,1866.560606,29.11089782,0.000214841,-5.575067694,0.060655
737,737,UNOCCUPIED,PU,2021,Site2021_737,737,737,UNOCCUPIED,PU,2021,Site2021_737,8580,147950,248267,5.576604075,27.31333302,-7.088636514,272.3867752,0.385133402,278.7533197,388.7413871,109.1263911,0.720331644,1866.560606,29.11089782,0.000214841,-5.575067694,0.060655
739,739,UNOCCUPIED,PU,2021,Site2021_739,739,739,UNOCCUPIED,PU,2021,Site2021_739,8580,147950,248267,5.576604075,27.31333302,-7.088636514,272.3867752,0.385133402,278.7533197,388.7413871,109.1263911,0.720331644,1866.560606,29.11089782,0.000214841,-5.575067694,0.060655
281,281,UNOCCUPIED,PU,2021,Site2021_281,281,281,UNOCCUPIED,PU,2021,Site2021_281,8950,77375,109651,8.043826841,25.99928543,-6.172142693,377.053833,0.442331642,314.1440887,470.39511,154.4687931,0.872860291,2008.25,25.47389936,0.000146932,-12.21805682,0.0340648
282,282,UNOCCUPIED,PU,2021,Site2021_282,282,282,UNOCCUPIED,PU,2021,Site2021_282,8950,77375,109651,8.043826841,25.99928543,-6.172142693,377.053833,0.442331642,314.1440887,470.39511,154.4687931,0.872860291,2008.25,25.47389936,0.000146932,-12.21805682,0.0340648
624,624,UNOCCUPIED,OH,2018,Site2021_624,624,624,UNOCCUPIED,OH,2018,Site2021_624,12880,111200,269545,9.656138317,28.21636356,-7.298181837,238.0167685,0.389192914,249.4265382,474.9328595,225.2101759,0.861940872,1796.484848,14.59038596,0.000202652,12.64807499,0.0494432
614,614,OCCUPIED,FH,2021,Site2021_614,614,614,OCCUPIED,FH,2021,Site2021_614,16730,171000,295828,10.11434805,26.81781821,-6.727090922,257.7750732,0.382263231,282.2846203,439.296334,156.8199887,0.816569844,1852.290909,19.64020935,0.000183434,10.92899281,0.0449989
615,615,UNOCCUPIED,OH,2021,Site2021_615,615,615,UNOCCUPIED,OH,2021,Site2021_615,16730,171000,295828,10.11434805,26.81781821,-6.727090922,257.7750732,0.382263231,282.2846203,439.296334,156.8199887,0.816569844,1852.290909,19.64020935,0.000183434,10.92899281,0.0449989
616,616,UNOCCUPIED,OH,2020,Site2021_616,616,616,UNOCCUPIED,OH,2020,Site2021_616,16730,171000,295828,10.11434805,26.81781821,-6.727090922,257.7750732,0.382263231,282.2846203,439.296334,156.8199887,0.816569844,1852.290909,19.64020935,0.000183434,10.92899281,0.0449989
617,617,UNOCCUPIED,OH,2020,Site2021_617,617,617,UNOCCUPIED,OH,2020,Site2021_617,16730,171000,295828,10.11434805,26.81781821,-6.727090922,257.7750732,0.382263231,282.2846203,439.296334,156.8199887,0.816569844,1852.290909,19.64020935,0.000183434,10.92899281,0.0449989
618,618,UNOCCUPIED,OH,2019,Site2021_618,618,618,UNOCCUPIED,OH,2019,Site2021_618,16730,171000,295828,10.11434805,26.81781821,-6.727090922,257.7750732,0.382263231,282.2846203,439.296334,156.8199887,0.816569844,1852.290909,19.64020935,0.000183434,10.92899281,0.0449989
490,490,UNOCCUPIED,OH,2021,Site2021_490,490,490,UNOCCUPIED,OH,2021,Site2021_490,16810,261750,245244,8.214183054,26.29759979,-6.887333387,277.7691125,0.386118683,282.0928853,432.0600289,150.1856661,0.833221601,1972.946667,23.27370361,0.000251247,-3.225947266,0.0681801
721,721,UNOCCUPIED,OH,2020,Site2021_721,721,721,UNOCCUPIED,OH,2020,Site2021_721,16810,261750,245244,8.214183054,26.29759979,-6.887333387,277.7691125,0.386118683,282.0928853,432.0600289,150.1856661,0.833221601,1972.946667,23.27370361,0.000251247,-3.225947266,0.0681801
723,723,UNOCCUPIED,PU,2021,Site2021_723,723,723,UNOCCUPIED,PU,2021,Site2021_723,16810,261750,245244,8.214183054,26.29759979,-6.887333387,277.7691125,0.386118683,282.0928853,432.0600289,150.1856661,0.833221601,1972.946667,23.27370361,0.000251247,-3.225947266,0.0681801
724,724,UNOCCUPIED,OH,2021,Site2021_724,724,724,UNOCCUPIED,OH,2021,Site2021_724,16810,261750,245244,8.214183054,26.29759979,-6.887333387,277.7691125,0.386118683,282.0928853,432.0600289,150.1856661,0.833221601,1972.946667,23.27370361,0.000251247,-3.225947266,0.0681801
726,726,UNOCCUPIED,OH,2021,Site2021_726,726,726,UNOCCUPIED,OH,2021,Site2021_726,16810,261750,245244,8.214183054,26.29759979,-6.887333387,277.7691125,0.386118683,282.0928853,432.0600289,150.1856661,0.833221601,1972.946667,23.27370361,0.000251247,-3.225947266,0.0681801
727,727,UNOCCUPIED,PU,2021,Site2021_727,727,727,UNOCCUPIED,PU,2021,Site2021_727,16810,261750,245244,8.214183054,26.29759979,-6.887333387,277.7691125,0.386118683,282.0928853,432.0600289,150.1856661,0.833221601,1972.946667,23.27370361,0.000251247,-3.225947266,0.0681801
728,728,UNOCCUPIED,PU,2021,Site2021_728,728,728,UNOCCUPIED,PU,2021,Site2021_728,16810,261750,245244,8.214183054,26.29759979,-6.887333387,277.7691125,0.386118683,282.0928853,432.0600289,150.1856661,0.833221601,1972.946667,23.27370361,0.000251247,-3.225947266,0.0681801
729,729,UNOCCUPIED,PU,2021,Site2021_729,729,729,UNOCCUPIED,PU,2021,Site2021_729,16810,261750,245244,8.214183054,26.29759979,-6.887333387,277.7691125,0.386118683,282.0928853,432.0600289,150.1856661,0.833221601,1972.946667,23.27370361,0.000251247,-3.225947266,0.0681801
730,730,UNOCCUPIED,PU,2021,Site2021_730,730,730,UNOCCUPIED,PU,2021,Site2021_730,16810,261750,245244,8.214183054,26.29759979,-6.887333387,277.7691125,0.386118683,282.0928853,432.0600289,150.1856661,0.833221601,1972.946667,23.27370361,0.000251247,-3.225947266,0.0681801
731,731,UNOCCUPIED,OH,2021,Site2021_731,731,731,UNOCCUPIED,OH,2021,Site2021_731,16810,261750,245244,8.214183054,26.29759979,-6.887333387,277.7691125,0.386118683,282.0928853,432.0600289,150.1856661,0.833221601,1972.946667,23.27370361,0.000251247,-3.225947266,0.0681801
732,732,UNOCCUPIED,OH,2021,Site2021_732,732,732,UNOCCUPIED,OH,2021,Site2021_732,16810,261750,245244,8.214183054,26.29759979,-6.887333387,277.7691125,0.386118683,282.0928853,432.0600289,150.1856661,0.833221601,1972.946667,23.27370361,0.000251247,-3.225947266,0.0681801
733,733,UNOCCUPIED,PU,2021,Site2021_733,733,733,UNOCCUPIED,PU,2021,Site2021_733,16810,261750,245244,8.214183054,26.29759979,-6.887333387,277.7691125,0.386118683,282.0928853,432.0600289,150.1856661,0.833221601,1972.946667,23.27370361,0.000251247,-3.225947266,0.0681801
643,643,UNOCCUPIED,PU,2018,Site2021_643,643,643,UNOCCUPIED,PU,2018,Site2021_643,17190,317800,294293,7.623228524,27.87526791,-7.257321588,218.3217692,0.414654373,247.2569626,485.7245203,238.4675646,0.86656861,1696.196429,14.66136958,0.000123637,-0.223219735,0.0778011
754,754,UNOCCUPIED,OS,2015,Site2021_754,754,754,UNOCCUPIED,OS,2015,Site2021_754,17670,183450,314300,10.31377612,25.7729031,-6.773709605,264.7235009,0.389616973,196.3885417,430.9156012,236.1932602,0.844785888,1954.548387,33.15775936,0.00457002,-0.717692714,0.0302013
755,755,UNOCCUPIED,PU,2015,Site2021_755,755,755,UNOCCUPIED,PU,2015,Site2021_755,17670,183450,314300,10.31377612,25.7729031,-6.773709605,264.7235009,0.389616973,196.3885417,430.9156012,236.1932602,0.844785888,1954.548387,33.15775936,0.00457002,-0.717692714,0.0302013
671,671,OCCUPIED,FS,2021,Site2021_671,671,671,OCCUPIED,FS,2021,Site2021_671,19640,225450,220652,10.34085319,26.57934284,-6.707763264,285.0014444,0.395276733,285.3250801,422.4087388,135.7752382,0.801611991,1963.578947,16.52988249,9.17676E-05,22.49610017,0.0440645
641,641,UNOCCUPIED,OS,2018,Site2021_641,641,641,UNOCCUPIED,OS,2018,Site2021_641,20820,242725,274995,10.56485349,26.91645581,-7.646582338,236.4023196,0.395846385,267.4646707,487.6046398,220.1469396,0.911662369,1814.797468,16.78316128,0.000196973,10.45980178,0.0416656
65,65,UNOCCUPIED,OS,2018,Site2021_65,65,65,UNOCCUPIED,OS,2018,Site2021_65,21620,271850,159130,10.36647321,26.93608661,-5.886739109,302.7088729,0.417391238,286.8214559,506.8560486,218.3505157,0.878743342,2033.152174,14.44618994,9.83619E-05,46.58444745,0.08722
66,66,UNOCCUPIED,PU,2018,Site2021_66,66,66,UNOCCUPIED,PU,2018,Site2021_66,21620,271850,159130,10.36647321,26.93608661,-5.886739109,302.7088729,0.417391238,286.8214559,506.8560486,218.3505157,0.878743342,2033.152174,14.44618994,9.83619E-05,46.58444745,0.08722
67,67,UNOCCUPIED,OS,2018,Site2021_67,67,67,UNOCCUPIED,OS,2018,Site2021_67,21620,271850,159130,10.36647321,26.93608661,-5.886739109,302.7088729,0.417391238,286.8214559,506.8560486,218.3505157,0.878743342,2033.152174,14.44618994,9.83619E-05,46.58444745,0.08722
68,68,UNOCCUPIED,PU,2018,Site2021_68,68,68,UNOCCUPIED,PU,2018,Site2021_68,21620,271850,159130,10.36647321,26.93608661,-5.886739109,302.7088729,0.417391238,286.8214559,506.8560486,218.3505157,0.878743342,2033.152174,14.44618994,9.83619E-05,46.58444745,0.08722
740,740,UNOCCUPIED,OS,2018,Site2021_740,740,740,UNOCCUPIED,OS,2018,Site2021_740,38400,402525,272376,15.13124989,26.13742615,-6.901397106,267.7720752,0.382298184,280.4774239,449.4717194,169.0172532,0.861444831,1886.220588,23.58952711,0.000149689,2.260920805,0.0717659
292,292,UNOCCUPIED,OH,2021,Site2021_292,292,292,UNOCCUPIED,OH,2021,Site2021_292,38920,460175,108157,14.34337423,26.48847425,-6.293559241,367.6213938,0.440676816,329.1716219,503.2274315,173.4883672,0.927271984,1981.757062,26.32356607,0.000384491,-5.315775209,0.0375748
303,303,UNOCCUPIED,PU,2021,Site2021_303,303,303,UNOCCUPIED,PU,2021,Site2021_303,38920,460175,108157,14.34337423,26.48847425,-6.293559241,367.6213938,0.440676816,329.1716219,503.2274315,173.4883672,0.927271984,1981.757062,26.32356607,0.000384491,-5.315775209,0.0375748
304,304,UNOCCUPIED,PU,2021,Site2021_304,304,304,UNOCCUPIED,PU,2021,Site2021_304,38920,460175,108157,14.34337423,26.48847425,-6.293559241,367.6213938,0.440676816,329.1716219,503.2274315,173.4883672,0.927271984,1981.757062,26.32356607,0.000384491,-5.315775209,0.0375748
305,305,UNOCCUPIED,PU,2021,Site2021_305,305,305,UNOCCUPIED,PU,2021,Site2021_305,38920,460175,108157,14.34337423,26.48847425,-6.293559241,367.6213938,0.440676816,329.1716219,503.2274315,173.4883672,0.927271984,1981.757062,26.32356607,0.000384491,-5.315775209,0.0375748
306,306,UNOCCUPIED,PU,2021,Site2021_306,306,306,UNOCCUPIED,PU,2021,Site2021_306,38920,460175,108157,14.34337423,26.48847425,-6.293559241,367.6213938,0.440676816,329.1716219,503.2274315,173.4883672,0.927271984,1981.757062,26.32356607,0.000384491,-5.315775209,0.0375748
307,307,UNOCCUPIED,PU,2021,Site2021_307,307,307,UNOCCUPIED,PU,2021,Site2021_307,38920,460175,108157,14.34337423,26.48847425,-6.293559241,367.6213938,0.440676816,329.1716219,503.2274315,173.4883672,0.927271984,1981.757062,26.32356607,0.000384491,-5.315775209,0.0375748
309,309,UNOCCUPIED,OH,2019,Site2021_309,309,309,UNOCCUPIED,OH,2019,Site2021_309,38920,460175,108157,14.34337423,26.48847425,-6.293559241,367.6213938,0.440676816,329.1716219,503.2274315,173.4883672,0.927271984,1981.757062,26.32356607,0.000384491,-5.315775209,0.0375748
310,310,UNOCCUPIED,OH,2019,Site2021_310,310,310,UNOCCUPIED,OH,2019,Site2021_310,38920,460175,108157,14.34337423,26.48847425,-6.293559241,367.6213938,0.440676816,329.1716219,503.2274315,173.4883672,0.927271984,1981.757062,26.32356607,0.000384491,-5.315775209,0.0375748
492,492,UNOCCUPIED,PU,2021,Site2021_492,492,492,UNOCCUPIED,PU,2021,Site2021_492,42800,495975,241199,15.19336197,26.2246296,-7.038024782,277.9364285,0.387874918,276.9393173,382.2492414,105.3349725,0.724329749,1939.907407,27.52982668,0.000229529,15.70134745,0.0878766
493,493,OCCUPIED,FS,2021,Site2021_493,493,493,OCCUPIED,FS,2021,Site2021_493,42800,495975,241199,15.19336197,26.2246296,-7.038024782,277.9364285,0.387874918,276.9393173,382.2492414,105.3349725,0.724329749,1939.907407,27.52982668,0.000229529,15.70134745,0.0878766
693,693,UNOCCUPIED,PU,2021,Site2021_693,693,693,UNOCCUPIED,PU,2021,Site2021_693,42800,495975,241199,15.19336197,26.2246296,-7.038024782,277.9364285,0.387874918,276.9393173,382.2492414,105.3349725,0.724329749,1939.907407,27.52982668,0.000229529,15.70134745,0.0878766
698,698,UNOCCUPIED,OS,2021,Site2021_698,698,698,UNOCCUPIED,OS,2021,Site2021_698,42800,495975,241199,15.19336197,26.2246296,-7.038024782,277.9364285,0.387874918,276.9393173,382.2492414,105.3349725,0.724329749,1939.907407,27.52982668,0.000229529,15.70134745,0.0878766
699,699,UNOCCUPIED,OH,2021,Site2021_699,699,699,UNOCCUPIED,OH,2021,Site2021_699,42800,495975,241199,15.19336197,26.2246296,-7.038024782,277.9364285,0.387874918,276.9393173,382.2492414,105.3349725,0.724329749,1939.907407,27.52982668,0.000229529,15.70134745,0.0878766
700,700,UNOCCUPIED,PU,2021,Site2021_700,700,700,UNOCCUPIED,PU,2021,Site2021_700,42800,495975,241199,15.19336197,26.2246296,-7.038024782,277.9364285,0.387874918,276.9393173,382.2492414,105.3349725,0.724329749,1939.907407,27.52982668,0.000229529,15.70134745,0.0878766
489,489,OCCUPIED,FS,2020,Site2021_489,489,489,OCCUPIED,FS,2020,Site2021_489,55750,702350,292162,16.63060647,26.20723667,-6.959693049,267.7185144,0.381724655,283.6776721,429.6720513,146.1427151,0.813627207,1876.118421,20.83925892,0.000182996,-8.277409068,0.0681548
612,612,UNOCCUPIED,OH,2021,Site2021_612,612,612,UNOCCUPIED,OH,2021,Site2021_612,55750,702350,292162,16.63060647,26.20723667,-6.959693049,267.7185144,0.381724655,283.6776721,429.6720513,146.1427151,0.813627207,1876.118421,20.83925892,0.000182996,-8.277409068,0.0681548
613,613,OCCUPIED,FH,2021,Site2021_613,613,613,OCCUPIED,FH,2021,Site2021_613,55750,702350,292162,16.63060647,26.20723667,-6.959693049,267.7185144,0.381724655,283.6776721,429.6720513,146.1427151,0.813627207,1876.118421,20.83925892,0.000182996,-8.277409068,0.0681548
741,741,UNOCCUPIED,PU,2019,Site2021_741,741,741,UNOCCUPIED,PU,2019,Site2021_741,55750,702350,292162,16.63060647,26.20723667,-6.959693049,267.7185144,0.381724655,283.6776721,429.6720513,146.1427151,0.813627207,1876.118421,20.83925892,0.000182996,-8.277409068,0.0681548
742,742,UNOCCUPIED,OH,2021,Site2021_742,742,742,UNOCCUPIED,OH,2021,Site2021_742,55750,702350,292162,16.63060647,26.20723667,-6.959693049,267.7185144,0.381724655,283.6776721,429.6720513,146.1427151,0.813627207,1876.118421,20.83925892,0.000182996,-8.277409068,0.0681548
759,759,UNOCCUPIED,OH,2021,Site2021_759,759,759,UNOCCUPIED,OH,2021,Site2021_759,55750,702350,292162,16.63060647,26.20723667,-6.959693049,267.7185144,0.381724655,283.6776721,429.6720513,146.1427151,0.813627207,1876.118421,20.83925892,0.000182996,-8.277409068,0.0681548
761,761,OCCUPIED,FS,2015,Site2021_761,761,761,OCCUPIED,FS,2015,Site2021_761,55750,702350,292162,16.63060647,26.20723667,-6.959693049,267.7185144,0.381724655,283.6776721,429.6720513,146.1427151,0.813627207,1876.118421,20.83925892,0.000182996,-8.277409068,0.0681548
762,762,OCCUPIED,FS,2021,Site2021_762,762,762,OCCUPIED,FS,2021,Site2021_762,55750,702350,292162,16.63060647,26.20723667,-6.959693049,267.7185144,0.381724655,283.6776721,429.6720513,146.1427151,0.813627207,1876.118421,20.83925892,0.000182996,-8.277409068,0.0681548
763,763,OCCUPIED,FS,2015,Site2021_763,763,763,OCCUPIED,FS,2015,Site2021_763,55750,702350,292162,16.63060647,26.20723667,-6.959693049,267.7185144,0.381724655,283.6776721,429.6720513,146.1427151,0.813627207,1876.118421,20.83925892,0.000182996,-8.277409068,0.0681548
764,764,OCCUPIED,FH,2021,Site2021_764,764,764,OCCUPIED,FH,2021,Site2021_764,55750,702350,292162,16.63060647,26.20723667,-6.959693049,267.7185144,0.381724655,283.6776721,429.6720513,146.1427151,0.813627207,1876.118421,20.83925892,0.000182996,-8.277409068,0.0681548
370,370,OCCUPIED,FS,2021,Site2021_370,370,370,OCCUPIED,FS,2021,Site2021_370,91770,1565875,235641,18.33420973,26.37791295,-7.112886916,278.9974051,0.392567943,285.734976,418.5820666,133.1267529,0.792773483,1929.453913,19.74896719,0.000174758,13.36723845,0.063357
494,494,OCCUPIED,FS,2021,Site2021_494,494,494,OCCUPIED,FS,2021,Site2021_494,91770,1565875,235641,18.33420973,26.37791295,-7.112886916,278.9974051,0.392567943,285.734976,418.5820666,133.1267529,0.792773483,1929.453913,19.74896719,0.000174758,13.36723845,0.063357
495,495,OCCUPIED,FS,2021,Site2021_495,495,495,OCCUPIED,FS,2021,Site2021_495,91770,1565875,235641,18.33420973,26.37791295,-7.112886916,278.9974051,0.392567943,285.734976,418.5820666,133.1267529,0.792773483,1929.453913,19.74896719,0.000174758,13.36723845,0.063357
682,682,OCCUPIED,"FH, PC",2021,Site2021_682,682,682,OCCUPIED,"FH, PC",2021,Site2021_682,91770,1565875,235641,18.33420973,26.37791295,-7.112886916,278.9974051,0.392567943,285.734976,418.5820666,133.1267529,0.792773483,1929.453913,19.74896719,0.000174758,13.36723845,0.063357
684,684,OCCUPIED,FS,2021,Site2021_684,684,684,OCCUPIED,FS,2021,Site2021_684,91770,1565875,235641,18.33420973,26.37791295,-7.112886916,278.9974051,0.392567943,285.734976,418.5820666,133.1267529,0.792773483,1929.453913,19.74896719,0.000174758,13.36723845,0.063357
690,690,OCCUPIED,FS,2021,Site2021_690,690,690,OCCUPIED,FS,2021,Site2021_690,91770,1565875,235641,18.33420973,26.37791295,-7.112886916,278.9974051,0.392567943,285.734976,418.5820666,133.1267529,0.792773483,1929.453913,19.74896719,0.000174758,13.36723845,0.063357
691,691,OCCUPIED,FS,2021,Site2021_691,691,691,OCCUPIED,FS,2021,Site2021_691,91770,1565875,235641,18.33420973,26.37791295,-7.112886916,278.9974051,0.392567943,285.734976,418.5820666,133.1267529,0.792773483,1929.453913,19.74896719,0.000174758,13.36723845,0.063357
694,694,UNOCCUPIED,OS,2021,Site2021_694,694,694,UNOCCUPIED,OS,2021,Site2021_694,91770,1565875,235641,18.33420973,26.37791295,-7.112886916,278.9974051,0.392567943,285.734976,418.5820666,133.1267529,0.792773483,1929.453913,19.74896719,0.000174758,13.36723845,0.063357
695,695,OCCUPIED,FS,2018,Site2021_695,695,695,OCCUPIED,FS,2018,Site2021_695,91770,1565875,235641,18.33420973,26.37791295,-7.112886916,278.9974051,0.392567943,285.734976,418.5820666,133.1267529,0.792773483,1929.453913,19.74896719,0.000174758,13.36723845,0.063357
696,696,UNOCCUPIED,OS,2020,Site2021_696,696,696,UNOCCUPIED,OS,2020,Site2021_696,91770,1565875,235641,18.33420973,26.37791295,-7.112886916,278.9974051,0.392567943,285.734976,418.5820666,133.1267529,0.792773483,1929.453913,19.74896719,0.000174758,13.36723845,0.063357
366,366,OCCUPIED,FH,2021,Site2021_366,,,,,,,91770,1565875,235641,18.33420973,26.37791295,-7.112886916,278.9974051,0.392567943,285.734976,418.5820666,133.1267529,0.792773483,1929.453913,19.74896719,0.000174758,13.36723845,0.063357
